County,Category,Education metrics,Urban vs Rural
Tharaka-Nithi,Urban,Completed technical training after secondary school,1
Kakamega,Urban,"""Secondary completed """,1
West Pokot,Urban,"""University completed """,1
Embu,Rural,"""University completed """,0
Makueni,Rural,"""Primary completed""",0
Nakuru,Rural,"""None """,0
Meru,Rural,"""None """,0
Nyeri,Rural,"""Secondary completed """,0
Nairobi City,Urban,"""Secondary completed """,1
Kiambu,Urban,Completed technical training after secondary school,1
Wajir,Rural,"""None """,0
Kisumu,Urban,"""Primary completed""",1
Nairobi City,Urban,"""Secondary completed """,1
Nairobi City,Urban,"""Secondary completed """,1
Bomet,Urban,"""Secondary completed """,1
Wajir,Rural,"""Secondary completed """,0
Nyeri,Rural,"""Secondary completed """,0
Makueni,Urban,Completed technical training after secondary school,1
Taita-Taveta,Rural,"""None """,0
Kwale,Rural,Completed technical training after secondary school,0
Bungoma,Urban,Some technical training after secondary school,1
Kakamega,Rural,"""Primary completed""",0
Kirinyaga,Rural,"""Primary completed""",0
Nyeri,Urban,Some technical training after secondary school,1
Kajiado,Urban,"""Primary completed""",1
Nakuru,Urban,Completed technical training after secondary school,1
Nyeri,Rural,"""Primary completed""",0
Nairobi City,Urban,"""Primary completed""",1
Nyandarua,Rural,"""Primary completed""",0
Kakamega,Urban,"""Secondary completed """,1
Migori,Urban,"""None """,1
Uasin Gishu,Urban,Some technical training after secondary school,1
Garissa,Rural,"""Primary completed""",0
Bungoma,Rural,"""Primary completed""",0
Laikipia,Rural,"""Primary completed""",0
Tana River,Urban,"""None """,1
Narok,Urban,Completed technical training after secondary school,1
Garissa,Urban,"""University completed """,1
Turkana,Urban,"""None """,1
Siaya,Rural,"""Primary completed""",0
Machakos,Rural,Completed technical training after secondary school,0
Mombasa,Urban,"""Secondary completed """,1
Kajiado,Urban,"""None """,1
Nairobi City,Urban,"""Primary completed""",1
Kirinyaga,Rural,"""None """,0
Taita-Taveta,Rural,"""Primary completed""",0
Kitui,Rural,"""University completed """,0
Busia,Rural,"""Primary completed""",0
Nakuru,Urban,Completed technical training after secondary school,1
Turkana,Urban,"""None """,1
Lamu,Rural,"""Primary completed""",0
Embu,Rural,"""Primary completed""",0
Embu,Rural,"""Secondary completed """,0
Homabay,Urban,"""University completed """,1
Nakuru,Urban,"""Primary completed""",1
Migori,Urban,"""Primary completed""",1
Nairobi City,Urban,Completed technical training after secondary school,1
Kwale,Urban,"""Primary completed""",1
Turkana,Urban,"""None """,1
Elgeyo-Marakwet,Urban,"""University completed """,1
Tana River,Rural,"""None """,0
Nyamira,Rural,"""None """,0
Kwale,Rural,"""Primary completed""",0
Garissa,Rural,"""None """,0
Mandera,Urban,"""None """,1
Isiolo,Urban,"""None """,1
Nyeri,Rural,Some technical training after secondary school,0
Nakuru,Urban,Some technical training after secondary school,1
Samburu,Urban,"""None """,1
Garissa,Rural,"""None """,0
Murang'a,Urban,"""Secondary completed """,1
Busia,Rural,"""Primary completed""",0
Kwale,Urban,Completed technical training after secondary school,1
Kwale,Urban,"""None """,1
West Pokot,Rural,"""None """,0
Murang'a,Rural,"""Primary completed""",0
West Pokot,Rural,Completed technical training after secondary school,0
Trans Nzoia,Rural,"""Secondary completed """,0
Kiambu,Urban,"""Secondary completed """,1
Kwale,Urban,"""Primary completed""",1
Tana River,Rural,"""None """,0
Lamu,Rural,"""Secondary completed """,0
Mandera,Urban,"""None """,1
Homabay,Rural,"""Primary completed""",0
Nakuru,Urban,"""Secondary completed """,1
Baringo,Rural,"""Secondary completed """,0
Laikipia,Urban,"""None """,1
Kirinyaga,Rural,"""Primary completed""",0
Homabay,Rural,"""Primary completed""",0
Wajir,Rural,"""None """,0
Marsabit,Rural,"""None """,0
Wajir,Rural,"""None """,0
Kwale,Rural,"""None """,0
Nandi,Urban,"""Primary completed""",1
Vihiga,Rural,"""Secondary completed """,0
Kisii,Rural,"""Secondary completed """,0
Mandera,Urban,"""Secondary completed """,1
Bomet,Rural,Completed technical training after secondary school,0
Bomet,Rural,"""Primary completed""",0
Makueni,Rural,"""Primary completed""",0
Turkana,Rural,"""None """,0
Nakuru,Urban,"""Primary completed""",1
Nyandarua,Rural,"""Primary completed""",0
Samburu,Rural,"""None """,0
Narok,Rural,Completed technical training after secondary school,0
Bomet,Rural,"""Secondary completed """,0
Wajir,Urban,"""Secondary completed """,1
Mombasa,Urban,"""Primary completed""",1
Isiolo,Rural,"""None """,0
Tharaka-Nithi,Rural,Some technical training after secondary school,0
Uasin Gishu,Rural,"""Secondary completed """,0
Nakuru,Rural,"""Secondary completed """,0
Nyeri,Urban,Completed technical training after secondary school,1
Machakos,Rural,"""Primary completed""",0
Bungoma,Urban,Completed technical training after secondary school,1
Uasin Gishu,Rural,"""Primary completed""",0
Makueni,Urban,"""Secondary completed """,1
Machakos,Rural,"""None """,0
Isiolo,Urban,"""None """,1
Isiolo,Rural,"""None """,0
Embu,Rural,Completed technical training after secondary school,0
Elgeyo-Marakwet,Rural,Completed technical training after secondary school,0
Mandera,Rural,"""None """,0
Kisii,Rural,Some technical training after secondary school,0
Lamu,Urban,"""University completed """,1
Vihiga,Rural,"""None """,0
Marsabit,Rural,"""None """,0
Siaya,Rural,"""Primary completed""",0
Tharaka-Nithi,Urban,Some technical training after secondary school,1
Machakos,Rural,"""Primary completed""",0
Garissa,Rural,"""None """,0
Mandera,Urban,"""None """,1
Tana River,Urban,"""None """,1
Garissa,Urban,"""None """,1
Kakamega,Rural,"""Secondary completed """,0
Kisii,Rural,"""Primary completed""",0
Baringo,Rural,"""None """,0
Kirinyaga,Urban,"""Secondary completed """,1
Kitui,Rural,"""Secondary completed """,0
Vihiga,Rural,"""Primary completed""",0
Elgeyo-Marakwet,Rural,Some technical training after secondary school,0
Kitui,Rural,"""University completed """,0
Narok,Rural,"""Primary completed""",0
West Pokot,Rural,"""None """,0
Taita-Taveta,Urban,"""Secondary completed """,1
Mombasa,Urban,"""Secondary completed """,1
Siaya,Urban,"""Secondary completed """,1
Kiambu,Rural,"""Primary completed""",0
Samburu,Rural,"""None """,0
Mandera,Rural,"""None """,0
Bomet,Rural,"""Primary completed""",0
Nyeri,Rural,"""University completed """,0
Uasin Gishu,Rural,"""Secondary completed """,0
Bomet,Rural,"""Primary completed""",0
Kericho,Rural,"""Secondary completed """,0
Wajir,Rural,"""None """,0
Nyeri,Rural,"""Secondary completed """,0
Kwale,Rural,"""Primary completed""",0
Taita-Taveta,Rural,"""Secondary completed """,0
West Pokot,Urban,"""University completed """,1
Siaya,Rural,Completed technical training after secondary school,0
Trans Nzoia,Rural,"""None """,0
Kakamega,Rural,"""Primary completed""",0
Turkana,Rural,"""None """,0
Nakuru,Rural,"""Secondary completed """,0
Isiolo,Urban,"""Secondary completed """,1
Busia,Rural,"""Secondary completed """,0
Nakuru,Urban,"""Secondary completed """,1
Busia,Rural,"""Primary completed""",0
Murang'a,Rural,"""None """,0
Mandera,Urban,"""None """,1
Samburu,Rural,Completed technical training after secondary school,0
Elgeyo-Marakwet,Urban,"""Secondary completed """,1
Kajiado,Rural,"""Primary completed""",0
Nandi,Rural,"""Primary completed""",0
Nairobi City,Urban,"""Secondary completed """,1
Uasin Gishu,Urban,"""Primary completed""",1
Nyamira,Urban,"""Primary completed""",1
Murang'a,Urban,"""Secondary completed """,1
Tana River,Rural,"""None """,0
Kitui,Rural,"""Primary completed""",0
Isiolo,Rural,"""None """,0
Turkana,Urban,"""Primary completed""",1
Meru,Rural,"""Secondary completed """,0
Nakuru,Urban,"""Secondary completed """,1
Kirinyaga,Rural,"""Primary completed""",0
Marsabit,Rural,"""None """,0
Garissa,Urban,"""None """,1
Nakuru,Rural,"""None """,0
Tana River,Rural,"""None """,0
Nakuru,Urban,"""Primary completed""",1
Taita-Taveta,Urban,Some technical training after secondary school,1
Uasin Gishu,Urban,"""Secondary completed """,1
West Pokot,Rural,"""Primary completed""",0
Machakos,Urban,"""None """,1
Uasin Gishu,Rural,"""Secondary completed """,0
Kisii,Urban,"""Secondary completed """,1
Turkana,Rural,"""None """,0
Nyeri,Rural,"""None """,0
Uasin Gishu,Rural,"""Primary completed""",0
Turkana,Rural,"""None """,0
Tharaka-Nithi,Urban,"""Secondary completed """,1
Baringo,Rural,Completed technical training after secondary school,0
Kajiado,Urban,"""Secondary completed """,1
Kericho,Rural,"""Secondary completed """,0
Busia,Rural,"""Primary completed""",0
Turkana,Rural,"""None """,0
Kericho,Rural,"""Primary completed""",0
Tana River,Urban,"""None """,1
Makueni,Rural,"""Primary completed""",0
Trans Nzoia,Urban,"""None """,1
Elgeyo-Marakwet,Rural,"""Secondary completed """,0
Baringo,Urban,"""Secondary completed """,1
Marsabit,Rural,"""Primary completed""",0
Machakos,Rural,Completed technical training after secondary school,0
Tana River,Urban,"""None """,1
Turkana,Rural,"""None """,0
Nyandarua,Rural,"""Secondary completed """,0
Garissa,Rural,"""None """,0
Samburu,Rural,"""None """,0
Turkana,Rural,"""None """,0
Elgeyo-Marakwet,Rural,"""Secondary completed """,0
Kajiado,Rural,Completed technical training after secondary school,0
Taita-Taveta,Rural,"""Primary completed""",0
Garissa,Urban,"""Primary completed""",1
Isiolo,Rural,"""None """,0
Busia,Rural,Completed technical training after secondary school,0
Kisii,Rural,"""Secondary completed """,0
Tana River,Urban,"""None """,1
Kilifi,Rural,"""None """,0
Busia,Urban,"""Secondary completed """,1
Kiambu,Rural,Completed technical training after secondary school,0
West Pokot,Rural,"""None """,0
Elgeyo-Marakwet,Rural,Completed technical training after secondary school,0
Baringo,Rural,"""Primary completed""",0
Mombasa,Urban,"""Primary completed""",1
Tana River,Rural,"""None """,0
Kakamega,Urban,"""Primary completed""",1
Kiambu,Rural,"""Primary completed""",0
Tharaka-Nithi,Rural,"""Primary completed""",0
Nairobi City,Urban,"""Primary completed""",1
Meru,Urban,Completed technical training after secondary school,1
Mombasa,Urban,Completed technical training after secondary school,1
Kwale,Rural,"""Primary completed""",0
Kakamega,Rural,"""Secondary completed """,0
Nakuru,Urban,"""Primary completed""",1
Laikipia,Rural,"""None """,0
Nyeri,Rural,Completed technical training after secondary school,0
Makueni,Rural,"""Primary completed""",0
Kiambu,Urban,"""Secondary completed """,1
Bomet,Rural,Some technical training after secondary school,0
Homabay,Rural,Completed technical training after secondary school,0
Taita-Taveta,Urban,Some university,1
Kakamega,Urban,"""Secondary completed """,1
Nyeri,Rural,Completed technical training after secondary school,0
Tharaka-Nithi,Urban,Completed technical training after secondary school,1
Nandi,Urban,"""University completed """,1
Machakos,Urban,"""Secondary completed """,1
Mombasa,Urban,"""Primary completed""",1
Homabay,Rural,"""Primary completed""",0
Elgeyo-Marakwet,Urban,"""Secondary completed """,1
Marsabit,Rural,"""Primary completed""",0
Nyeri,Urban,"""Primary completed""",1
Kajiado,Rural,"""None """,0
Marsabit,Rural,"""None """,0
Kakamega,Urban,Completed technical training after secondary school,1
Kisumu,Urban,"""Primary completed""",1
Trans Nzoia,Urban,Some technical training after secondary school,1
Kajiado,Rural,"""None """,0
Meru,Urban,"""Secondary completed """,1
Kiambu,Urban,"""Secondary completed """,1
Marsabit,Rural,Some university,0
Nandi,Urban,"""Primary completed""",1
Kitui,Urban,"""Primary completed""",1
Tana River,Rural,"""None """,0
Nyandarua,Rural,"""Primary completed""",0
Marsabit,Rural,"""None """,0
Nandi,Urban,"""Secondary completed """,1
Kilifi,Urban,"""Primary completed""",1
Busia,Rural,"""Primary completed""",0
Nyamira,Rural,"""None """,0
Bungoma,Rural,"""Primary completed""",0
West Pokot,Urban,"""None """,1
Uasin Gishu,Rural,"""Primary completed""",0
Busia,Urban,"""Primary completed""",1
Garissa,Urban,"""None """,1
Nyandarua,Rural,"""Primary completed""",0
Laikipia,Rural,"""Primary completed""",0
Turkana,Urban,"""None """,1
Bomet,Rural,"""Primary completed""",0
Kiambu,Urban,Completed technical training after secondary school,1
Embu,Urban,"""Secondary completed """,1
Siaya,Rural,"""Primary completed""",0
Tharaka-Nithi,Rural,"""Primary completed""",0
Kajiado,Rural,"""None """,0
Narok,Rural,"""Primary completed""",0
Makueni,Urban,"""Secondary completed """,1
Homabay,Urban,"""Primary completed""",1
Siaya,Rural,"""None """,0
Kisii,Rural,"""Secondary completed """,0
Busia,Rural,"""Primary completed""",0
Lamu,Rural,"""None """,0
Isiolo,Urban,"""None """,1
Kitui,Rural,"""Primary completed""",0
Kajiado,Rural,"""Secondary completed """,0
Kajiado,Rural,"""None """,0
Homabay,Rural,Some technical training after secondary school,0
Turkana,Rural,"""None """,0
Lamu,Rural,"""Primary completed""",0
Bomet,Rural,"""Primary completed""",0
Narok,Urban,"""Primary completed""",1
Kericho,Rural,Some technical training after secondary school,0
Nakuru,Urban,"""Primary completed""",1
Busia,Rural,"""None """,0
Mombasa,Urban,"""Primary completed""",1
Meru,Rural,Completed technical training after secondary school,0
Nyandarua,Rural,"""Secondary completed """,0
Nandi,Rural,"""Secondary completed """,0
Tharaka-Nithi,Rural,"""Primary completed""",0
Homabay,Urban,Completed technical training after secondary school,1
Vihiga,Rural,"""Secondary completed """,0
Kisumu,Urban,Some technical training after secondary school,1
Mombasa,Urban,"""None """,1
Murang'a,Rural,"""University completed """,0
Nyamira,Rural,"""None """,0
Bomet,Urban,"""Primary completed""",1
Kilifi,Urban,"""Primary completed""",1
Kisii,Rural,Completed technical training after secondary school,0
Turkana,Rural,"""None """,0
Nakuru,Rural,"""Secondary completed """,0
Vihiga,Rural,"""Secondary completed """,0
Wajir,Rural,"""None """,0
Baringo,Rural,"""Primary completed""",0
Kisii,Rural,"""Secondary completed """,0
Turkana,Rural,"""None """,0
Baringo,Rural,"""None """,0
Kajiado,Urban,"""Secondary completed """,1
Embu,Rural,Completed technical training after secondary school,0
Marsabit,Urban,"""Primary completed""",1
Narok,Urban,"""University completed """,1
Embu,Rural,"""Secondary completed """,0
Nyeri,Rural,"""Secondary completed """,0
Nairobi City,Urban,"""Secondary completed """,1
Kisumu,Urban,"""Secondary completed """,1
Kiambu,Urban,"""Primary completed""",1
Nyeri,Rural,"""Secondary completed """,0
Murang'a,Rural,"""Secondary completed """,0
Siaya,Rural,"""Secondary completed """,0
Nandi,Rural,"""Primary completed""",0
Mandera,Rural,"""None """,0
Nakuru,Urban,"""Secondary completed """,1
Marsabit,Rural,"""Secondary completed """,0
Nairobi City,Urban,"""Secondary completed """,1
Busia,Urban,"""None """,1
Nakuru,Urban,"""Secondary completed """,1
Isiolo,Rural,"""None """,0
Kericho,Rural,"""None """,0
Nakuru,Urban,"""Primary completed""",1
Taita-Taveta,Rural,"""Primary completed""",0
Nairobi City,Urban,"""Secondary completed """,1
Trans Nzoia,Rural,"""Secondary completed """,0
Nakuru,Urban,Some university,1
Nandi,Rural,"""Primary completed""",0
Trans Nzoia,Rural,"""Primary completed""",0
Uasin Gishu,Rural,"""None """,0
Taita-Taveta,Rural,"""Primary completed""",0
Kakamega,Rural,Some technical training after secondary school,0
Kitui,Rural,"""Secondary completed """,0
Nyamira,Rural,"""None """,0
Tana River,Rural,"""None """,0
Mombasa,Urban,"""None """,1
Baringo,Urban,Completed technical training after secondary school,1
Isiolo,Urban,"""None """,1
Nyeri,Rural,"""Primary completed""",0
Kajiado,Rural,"""Primary completed""",0
Wajir,Rural,"""None """,0
Meru,Rural,"""Secondary completed """,0
Nairobi City,Urban,"""Secondary completed """,1
Vihiga,Rural,"""Secondary completed """,0
